 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
657,6,51,1433.228,1531.39,0,101.285,4.565,24.7,148.81,969.104,0.016
658,6,52,1436.625,1527.496,0,101.76,4.536,24.376,145.951,945.904,3.44E-25
659,6,53,1439.801,1524.218,0,108.205,4.663,25.695,157.779,1050.714,8.12E-18
660,6,54,1443.246,1520.633,0,105.403,4.656,25.752,159.917,1094.506,0
661,6,55,1446.181,1516.433,0,102.491,4.709,26.746,172.764,1238.711,1.55E-20
662,6,56,1449.317,1512.513,0,106.656,4.725,26.442,164.565,1104.975,0
663,6,57,1451.519,1508.637,0,102.291,4.623,25.17,151.96,988.998,0
664,6,58,1453.13,1504.595,0,100.429,4.776,27.005,170.019,1157.187,1.92E-13
665,6,59,1455.165,1500.34,0,98.995,4.755,27.176,175.805,1250.826,0.123
666,6,60,1457.13,1496.455,0,100.525,4.671,26.567,176.309,1353.437,2.57E-16
667,6,61,1459.438,1492.403,0,100.384,4.625,26.101,176.44,1482.17,0.985
668,6,62,1462.005,1488.123,0,100.869,4.637,25.755,162.237,1147.222,11.143
669,6,63,1464.537,1484.288,0,99.379,4.572,24.811,150.187,984.57,3.012
670,6,64,1467.305,1480.41,0,99.899,4.609,25.194,153.472,1011.406,1.32E-13
671,6,65,1469.842,1476.684,0,94.835,4.546,24.464,146.263,942.613,1.934
672,6,66,1472.964,1472.868,0,94.349,4.55,24.516,146.882,949.775,9.02E-06
673,6,67,1476.635,1469.242,0,101.361,4.86,30.863,264.769,3130.14,2.70E-41
674,6,68,1479.973,1466.27,0,106.746,4.853,29.771,230.552,2287.365,1.88E-17
675,6,69,1483.196,1463.425,0,103.056,4.756,27.637,187.215,1453.838,0.008
676,6,70,1486.712,1460.612,0,96.87,4.749,27.318,178.962,1295.365,2.06E-08
677,6,71,1490.866,1457.967,0,91.095,4.867,28.24,183.183,1288.394,1.46E-42
678,6,72,1495.288,1455.694,0,94.87,4.652,26.191,168.144,1196.849,6.81E-18
679,6,73,1499.453,1453.57,0,99.882,4.713,27.368,187.57,1496.017,1.78E-09
680,6,74,1503.932,1451.622,0,103.4,4.84,30.142,243.416,2581.991,0
681,6,75,1508.664,1449.074,0,105.383,4.806,29.243,229.155,2426.453,0
682,6,76,1513.349,1446.589,0,103.898,4.634,25.384,154.533,1015.216,0
683,6,77,1517.804,1444.144,0,105.85,4.664,25.736,158.217,1053.451,0
684,6,78,1522.043,1441.478,0,105.252,4.68,25.867,158.801,1051.544,0
685,6,79,1526.198,1438.546,0,103.778,4.78,28.248,206.252,1948.8,0
686,6,80,1530.274,1435.495,0,107.79,4.79,28.461,212.24,2110.225,0
687,6,81,1533.447,1432.056,0,103.623,4.609,25.204,154.47,1041.434,1.55E-04
688,6,82,1536.847,1428.712,0,107.318,4.67,25.814,159.668,1084.777,1.02E-06
689,6,83,1540.128,1424.923,0,108.031,4.733,26.715,169.612,1180.098,1.11E-37
690,6,84,1542.954,1421.962,0,96.588,4.433,23.232,135.339,851.666,8.76E-08
691,6,85,1545.09,1419.425,0,77.54,4.516,25.625,172.551,1336.66,0
692,6,88,1555.567,1412.491,0,73.698,4.426,23.422,139.509,912.892,0
693,6,89,1557.818,1412.112,0,89.436,4.488,23.698,138.594,873.64,1.96E-17
694,6,90,1560.122,1411.563,0,97.467,4.533,24.174,143.257,920.898,2.36E-07
695,6,91,1562.328,1411.479,0,98.751,4.492,23.739,139.748,898.623,2.37E-15
696,6,92,1564.755,1412.37,0,97.392,4.424,23.095,135.783,900.07,0.034
697,6,93,1566.689,1413.767,0,95.668,4.369,22.683,135.754,973.499,5.22E-10
698,6,94,1568.559,1414.996,0,99.174,4.446,23.411,140.739,991.436,2.15E-18
699,6,95,1570.627,1416.21,0,101.447,4.482,23.753,143.995,1030.514,2.33E-05
700,6,96,1572.358,1417.662,0,96.355,4.359,22.318,127.921,825.024,5.13E-38
701,6,97,1574.168,1419.25,0,86.765,4.142,20.109,107.742,619.721,0
702,6,98,1575.708,1420.323,0,85.172,4.12,19.874,105.661,602.251,0
703,6,99,1576.711,1421.286,0,89.374,4.272,21.313,116.997,687.525,0
704,6,100,1577.702,1422.727,0,70.511,4.015,19.206,102.719,597.35,0
705,6,105,1591.014,1439.385,0,67.087,4.253,24.489,189.351,1936.414,0
706,6,106,1593.141,1440.95,0,88.587,4.546,25.562,171.117,1353.548,1.56E-31
707,6,107,1596.139,1443.575,0,96.953,4.791,27.869,185.581,1381.477,0
708,6,108,1599.395,1446.031,0,98.438,4.747,27.669,193.124,1670.819,0
709,6,109,1603.072,1448.219,0,97.883,4.907,31.529,270.599,3132.203,7.88E-29
710,6,110,1606.519,1450.541,0,102.72,4.96,31.17,243.015,2349.015,0
711,6,111,1609.717,1452.739,0,105.475,4.897,29.29,204.538,1645.613,0
712,6,112,1613.09,1454.174,0,101.203,4.756,27.151,176.837,1290.951,3.55E-04
713,6,113,1616.743,1456.071,0,101.163,4.719,26.525,167.663,1164.601,5.34E-08
714,6,114,1619.957,1457.42,0,97.071,4.61,25.312,155.604,1039.98,4.15E-11
715,6,115,1623.344,1459.118,0,97.248,4.594,25.679,166.125,1219.501,12.571
716,6,116,1626.53,1460.385,0,96.889,4.576,25.85,175.788,1442.555,0.418
717,6,117,1629.657,1461.988,0,95.537,4.595,27.268,215.036,2300.025,6.33E-11
718,6,118,1632.455,1463.711,0,96.741,4.718,30.642,293.387,4014.647,0
719,6,119,1635.345,1465.199,0,84.828,4.464,25.939,200.592,2096.262,0
720,6,120,1638.47,1466.375,0,75.469,4.588,27.138,202.353,1877.76,0
721,6,121,1641.978,1467.769,0,72.903,4.587,26.586,182.432,1433.2,0
722,6,122,1645.048,1470.265,0,73.728,4.255,22.123,131.545,868.293,0
723,6,123,1647.111,1471.871,0,76.72,4.141,20.506,113.889,689.101,0
724,6,124,1650.167,1474.199,0,81.089,4.527,23.792,137.482,852.368,0
725,6,125,1653.466,1476.695,0,87.074,4.52,24.094,142.24,904.143,0
726,6,126,1656.794,1479.012,0,88.678,4.416,23.635,146.058,1036.491,1.18E-42
727,7,1,1507.661,727.576,0,61.822,4.515,25.417,165.297,1192.897,0
728,7,3,1513.321,721.357,0,150.337,5.629,37.416,275.983,2192.314,0
729,7,4,1517.14,716.333,0,156.854,5.837,40.457,312.541,2607.428,0
730,7,5,1521.233,711.385,0,156.625,5.861,40.711,314.621,2622.299,0
731,7,6,1525.573,706.328,0,157.763,5.798,39.677,301.581,2472.398,0
732,7,7,1529.676,701.338,0,158.113,5.85,40.541,312.951,2609.953,0
733,7,8,1534.103,696.463,0,155.951,5.78,39.462,299.046,2440.082,0
734,7,9,1539.318,691.36,0,155.279,5.821,40.022,305.448,2510.297,0
735,7,10,1544.294,686.385,0,153.482,5.718,38.645,290.239,2350.615,0
736,7,11,1549.102,682.365,0,156.602,5.808,39.903,304.574,2505.151,0
737,7,12,1554.207,677.916,0,155.122,5.832,40.275,309.32,2561.793,0
738,7,13,1558.999,673.991,0,156.608,5.828,40.243,310.145,2590.628,0
739,7,14,1563.875,669.672,0,156.792,5.792,39.501,298.598,2430.24,0
740,7,15,1568.505,665.084,0,157.676,5.793,39.665,302.626,2500.129,0
741,7,16,1573.11,660.276,0,158.913,5.898,41.141,318.976,2666.614,0
742,7,17,1577.326,655.11,0,156.026,5.927,41.912,332.19,2859.901,0
743,7,18,1581.749,649.412,0,153.846,5.863,40.793,316.774,2664.237,0
744,7,19,1586.058,643.716,0,150.59,5.874,40.876,316.475,2643.178,0
745,7,20,1590.803,638.838,0,156.67,5.868,40.68,313.036,2594.006,0
746,7,21,1595.316,634.622,0,157.526,5.904,41.453,324.958,2755.969,0
747,7,22,1600.546,629.726,0,155.377,5.76,39.226,296.968,2424.778,0
748,7,23,1605.771,625.621,0,157.972,5.825,40.179,308.686,2562.995,0
749,7,24,1611.274,621.603,0,157.514,5.847,40.466,311.352,2582.724,0
750,7,25,1616.93,618.055,0,159.875,5.893,41.072,318.047,2653.236,0
751,7,26,1622.625,614.463,0,163.49,5.843,40.156,305.763,2506.223,0
752,7,27,1628.151,610.631,0,161.182,5.81,39.65,299.31,2427.294,0
753,7,28,1633.454,606.762,0,155.358,5.739,38.737,289.513,2326.635,0
754,7,29,1638.968,602.513,0,160.854,6.057,46.257,441.016,5265.572,0
755,7,30,1644.192,598.004,0,162.118,6.075,44.387,366.483,3311.517,0
756,7,31,1647.684,594.652,0,141.25,5.518,36.186,266.387,2144.578,0
757,7,32,1651.905,589.609,0,122.035,6.454,50.037,435.597,4121.407,0
758,7,33,1657.818,583.854,0,126.994,6.787,57.785,575.987,6487.908,0
759,7,34,1662.52,580.051,0,144.89,6.326,53.97,598.388,8134.137,0
760,7,35,1667.245,575.853,0,153.123,5.979,42.345,337.924,3007.156,0
761,7,36,1672.587,571.967,0,155.197,5.863,40.735,315.014,2629.079,0
762,7,37,1678.021,568.342,0,164.014,5.966,41.853,324.791,2706.558,0
763,7,38,1683.456,564.409,0,160.383,5.861,40.475,309.71,2549.116,0
764,7,39,1688.793,561.315,0,164.253,5.874,40.593,311.125,2570.879,0
765,7,40,1694.629,557.523,0,163.765,5.882,40.601,309.898,2541.307,0
766,7,41,1700.109,553.911,0,159.409,5.781,39.288,295.292,2383.621,0
767,7,42,1705.721,550.32,0,158.812,5.728,38.448,285.429,2279.203,0
768,7,43,1710.865,546.597,0,158.428,5.776,39.185,294.109,2373.89,0
769,7,44,1716.041,542.547,0,153.243,5.694,38.221,284.691,2285.048,2.01E-18
770,7,45,1721.254,538.48,0,158.917,5.805,39.697,301.137,2460.776,0
771,7,46,1726.084,534.083,0,157.12,5.788,39.486,298.544,2428.723,0
772,7,47,1730.882,529.61,0,157.428,5.841,40.323,309.653,2568.689,0
773,7,48,1735.801,525.315,0,162.249,5.883,40.794,314.047,2607.488,0
774,7,49,1740.964,521.104,0,163.545,5.913,41.031,314.287,2580.705,0
775,7,50,1745.958,517.058,0,161.21,5.892,40.98,316.82,2643.704,0
776,7,51,1750.941,513.377,0,160.574,5.782,39.139,292.504,2347.227,0
777,7,52,1755.484,509.692,0,161.246,5.855,40.126,303.241,2456.635,0
778,7,54,1764.266,501.011,0,155.246,5.824,39.922,302.976,2471.313,1.73E-20
779,7,55,1768.416,496.877,0,156.321,5.74,38.605,286.647,2283.389,0
780,7,56,1772.338,492.558,0,150.815,5.776,39.561,303.542,2544.825,0.029
781,7,57,1775.692,488.315,0,131.192,6.069,44.582,369.817,3348.322,0
782,7,58,1779.719,482.784,0,125.298,6.283,47.34,396.751,3570.855,0
783,7,59,1785.331,477.691,0,131.797,5.468,36.376,279.438,2440.698,1.98E-34
784,7,60,1788.973,474.241,0,155.86,5.922,42.222,342.84,3108.88,0
785,7,61,1793.396,469.381,0,157.463,5.849,40.63,315.273,2654.802,0
786,7,62,1797.434,464.689,0,158.102,5.863,40.84,318.673,2717.948,0
787,7,63,1801.884,459.532,0,157.957,5.87,40.967,319.26,2692.792,0
788,7,64,1806.175,455.5,0,160.346,5.876,40.879,316.423,2643.384,0
789,7,65,1811.023,450.931,0,154.004,5.985,43.077,350.976,3138.776,0
790,7,66,1816.291,446.473,0,156.632,6.203,44.69,354.672,3019.348,0
791,7,67,1821.759,442.347,0,157.733,5.934,41.906,330.417,2817.803,0
792,7,68,1826.876,438.822,0,163.656,5.947,41.671,324.209,2720.655,0
793,7,69,1832.274,435.251,0,163.409,5.974,42.07,328.57,2763.786,0
794,7,70,1837.764,431.782,0,163.069,5.985,42.555,341.725,3056.941,0
795,7,71,1842.605,428.473,0,163.078,5.951,42.054,335.126,2970.291,0
796,7,72,1847.401,424.577,0,160.625,5.87,40.7,313.39,2600.646,0
797,7,73,1852.065,420.63,0,158.427,5.883,41.008,318.9,2687.299,0
798,7,74,1857.2,416.015,0,153.702,6.127,44.161,353.328,3049.136,0
799,7,75,1862.536,411.209,0,150.724,5.941,41.929,330.077,2809.589,0
800,7,76,1867.476,406.476,0,152.958,5.778,39.572,301.808,2485.986,0
801,7,77,1872.427,402.001,0,160.309,5.947,41.95,329.919,2805.895,0
802,7,78,1877.027,397.725,0,158.353,5.93,41.709,326.867,2766.783,0
803,7,79,1881.691,393.961,0,158.942,5.922,41.682,327.524,2784.907,0
804,7,80,1885.801,389.964,0,152.389,5.788,39.925,308.217,2581.549,0
805,7,81,1889.517,386.499,0,155.459,5.844,41.422,343.757,3355.959,0
806,7,82,1892.923,382.841,0,148.378,5.762,40.583,335.616,3247.939,0
807,7,83,1896.86,378.073,0,138.552,5.646,39.794,339.778,3535.244,0
808,7,84,1901.146,373.867,0,131.571,5.515,38.152,322.638,3371.462,0
809,7,85,1905.319,369.836,0,130.251,5.359,34.648,253.297,2031.043,3.83E-21
810,7,86,1909.156,366.01,0,116.071,5.19,32.903,237.934,1897.003,0
811,7,87,1912.171,362.303,0,94.911,5.141,32.703,238.86,1928.993,0
812,8,1,1520.517,993.83,0,42.573,3.598,15.951,80.708,449.283,4.78E-21
813,8,2,1523.338,995.624,0,78.944,4.131,20.349,111.903,665.862,7.54E-41
814,8,3,1527.208,998.219,0,92.05,4.391,22.939,133.565,840.383,2.85E-11
815,8,4,1532.207,1001.181,0,95.7,4.549,24.609,148.475,969.06,3.01E-07
816,8,5,1537.41,1003.939,0,96.152,4.588,25.1,153.423,1015.83,2.94E-14
817,8,6,1543.017,1006.444,0,98.32,4.56,24.853,151.746,1005.708,0.038
818,8,7,1548.422,1008.476,0,99.273,4.586,25.158,154.938,1038.488,2.69E-05
819,8,8,1554.3,1010.051,0,99.863,4.675,26.221,165.33,1135.191,3.74E-08
820,8,9,1560.301,1011.885,0,97.772,4.635,25.764,160.86,1092.712,1.14E-22
821,8,10,1565.756,1013.463,0,98.578,4.634,25.829,162.241,1112.606,1.57E-11
822,8,11,1571.121,1015.535,0,98.168,4.618,25.483,157.317,1052.715,1.91E-19
823,8,12,1576.569,1017.905,0,98.535,4.583,25.107,154.195,1029.447,2.852
824,8,13,1581.437,1020.64,0,94.889,4.586,25.237,156.287,1055.575,4.37E-17
825,8,14,1586.485,1024.235,0,98.072,4.736,26.698,168.038,1144.538,8.74E-15
826,8,15,1591.079,1027.572,0,97.342,4.623,25.326,154.196,1012.287,3.36E-07
827,8,16,1595.795,1031.28,0,98.989,4.616,25.344,155.191,1027.128,1.425
828,8,17,1600.205,1034.983,0,93.158,4.525,24.487,148.29,973.359,2.067
829,8,18,1604.961,1038.853,0,93.023,4.534,24.434,146.884,955.522,1.17E-23
830,8,19,1610.006,1041.97,0,92.772,4.461,23.932,144.937,961.138,0
831,8,20,1615.056,1045.077,0,92.456,4.442,23.705,142.809,943.077,0
832,8,21,1619.967,1048.069,0,94.712,4.521,24.656,152.569,1039.944,8.48E-10
833,8,22,1625.647,1051.057,0,98.297,4.557,24.693,149.257,976.225,1.87E-14
834,8,23,1631.066,1053.142,0,96.891,4.587,25.232,156.257,1056.948,5.927
835,8,24,1636.705,1055.255,0,98.488,4.548,24.724,150.953,1004.592,8.12E-06
836,8,25,1642.505,1057.427,0,101.151,4.63,25.66,159.635,1080.895,2.68E-04
837,8,26,1648.411,1059.54,0,101.348,4.683,26.313,166.299,1145.074,6.05E-19
838,8,27,1654.382,1061.01,0,101.501,4.689,26.316,165.657,1133.515,6.618
839,8,28,1659.809,1062.7,0,100.71,4.653,25.889,161.864,1103.449,1.25E-07
840,8,29,1665.023,1064.864,0,99.982,4.637,25.636,158.28,1057.646,4.70E-07
841,8,30,1670.226,1067.524,0,97.926,4.535,24.596,149.619,989.574,3.60E-18
842,8,31,1675.121,1070.638,0,99.237,4.577,24.829,149.879,977.054,4.80E-11
843,8,32,1679.996,1073.95,0,98.557,4.62,25.53,157.91,1058.308,0.003
844,8,33,1684.693,1077.715,0,99.749,4.58,25.024,153.107,1018.177,1.39E-04
845,8,34,1689.484,1081.573,0,97.091,4.538,24.537,148.273,971.328,0.016
846,8,35,1694.162,1085.613,0,97.582,4.539,24.513,147.789,964.851,11.796
847,8,36,1698.784,1089.427,0,99.021,4.576,24.991,152.958,1017.657,0.036
848,8,37,1703.133,1093.295,0,98.836,4.591,25.176,154.643,1031.246,0.936
849,8,38,1707.582,1096.417,0,98.566,4.576,24.986,153.007,1019.962,0.554
850,8,39,1712.363,1099.36,0,102.114,4.66,25.872,160.502,1079.039,5.527
851,8,40,1716.879,1101.748,0,104.985,4.695,26.201,163.544,1109.252,3.41E-19
852,8,41,1721.428,1103.582,0,101.43,4.677,26.094,163.024,1106.16,0.689
853,8,42,1726.543,1105.457,0,103.211,4.697,26.204,163,1097.069,0.027
854,8,43,1731.949,1107.163,0,105.783,4.715,26.321,163.724,1108.226,12.95
855,8,44,1737.11,1108.435,0,106.565,4.738,26.558,165.557,1115.446,0.121
856,8,45,1742.509,1109.54,0,105.72,4.695,26.068,160.709,1067.616,0.885
857,8,46,1748.035,1110.824,0,104.819,4.685,26.095,162.306,1094.184,0.005
858,8,47,1753.567,1112.133,0,104.893,4.708,26.223,162.382,1085.368,7.02E-22
859,8,48,1759.08,1113.632,0,102.864,4.654,25.766,159.665,1075.713,0.01
860,8,49,1764.549,1115.674,0,105.961,4.672,25.827,158.931,1057.947,6.09E-09
861,8,50,1770.043,1117.865,0,101.771,4.651,25.866,161.857,1107.117,3.47E-08
862,8,51,1775.202,1120.402,0,100.404,4.627,25.481,156.619,1041.852,0.016
863,8,52,1780.337,1123.224,0,98.706,4.664,25.955,161.773,1095.294,3.44E-25
864,8,53,1785.214,1126.743,0,97.27,4.627,25.527,157.331,1049.909,0
865,8,54,1789.583,1130.155,0,96.679,4.534,24.501,147.97,968.057,4.79E-14
866,8,55,1794.381,1133.905,0,94.116,4.564,25.072,155.457,1054.986,5.087
867,8,56,1799.067,1137.511,0,91.853,4.636,25.76,160.792,1092.537,4.00E-12
868,8,57,1803.415,1140.773,0,91.419,4.548,24.756,151.17,1004.096,5.98E-27
869,8,58,1807.328,1143.983,0,95.823,4.639,25.795,161.082,1094.199,9.221
870,8,59,1811.674,1147.335,0,94.841,4.575,25.058,154.073,1031.133,0.033
871,8,60,1816.067,1150.527,0,96.67,4.636,25.71,160.071,1087.813,0.013
872,8,61,1820.701,1153.411,0,101.128,4.693,26.175,162.941,1098.315,0.967
873,8,62,1825.467,1155.578,0,101.07,4.671,25.93,160.641,1077.351,11.143
874,8,63,1830.478,1157.531,0,104.422,4.656,25.514,154.963,1014.742,5.85E-42
875,8,64,1835.837,1159.197,0,102.753,4.69,25.969,159.686,1059.541,1.64E-18
876,8,65,1841.225,1160.397,0,97.973,4.83,27.477,173.284,1176.637,7.14E-32
877,8,66,1846.807,1161.882,0,97.399,4.884,27.745,173.689,1167.05,8.25E-05
878,8,67,1852.685,1163.494,0,100.922,4.733,26.499,164.704,1102.444,5.74E-41
879,8,68,1857.732,1165.115,0,104.523,4.853,27.951,179.143,1239.064,1.88E-17
880,8,69,1863.321,1167.047,0,104.28,4.849,27.77,177.002,1223.349,0.008
881,8,70,1868.321,1168.876,0,103.022,4.74,26.461,163.757,1094.305,2.10E-44
882,8,71,1873.487,1170.644,0,95.06,4.713,26.215,162.115,1083.826,2.14E-20
883,8,74,1887.553,1179.781,0,92.266,4.582,24.954,152.061,1008.692,5.19E-35
884,8,75,1891.701,1183.565,0,94.577,4.612,25.523,159.129,1086.3,3.05E-14
885,8,76,1895.583,1187.499,0,95.785,4.551,24.72,150.346,992.909,1.41E-05
886,8,77,1899.576,1191.48,0,97.352,4.539,24.604,149.471,987.252,8.35E-05
887,8,78,1903.592,1195.43,0,97.39,4.537,24.592,149.67,992.606,4.00E-04
888,8,79,1907.803,1199.209,0,96.196,4.576,25.134,155.425,1049.415,9.07E-07
889,8,80,1911.995,1202.663,0,97.445,4.582,25.096,154.547,1039.22,1.312
890,8,81,1916.6,1205.876,0,102.581,4.701,26.309,165.025,1127.384,1.55E-04
891,8,82,1920.913,1208.644,0,106.749,4.811,27.543,175.935,1215.287,1.02E-06
892,8,83,1925.342,1211.114,0,97.86,4.676,26.171,164.189,1118.973,2.87E-06
893,8,84,1930.18,1214.3,0,101.372,4.784,27.428,176.191,1227.279,3.68E-15
894,8,85,1935.129,1217.199,0,98.657,4.746,27.09,173.698,1209.604,4.51E-32
895,8,86,1939.938,1220.15,0,97.159,4.739,26.87,170.457,1170.963,0
896,8,87,1944.839,1223.23,0,99.804,4.695,26.487,168.313,1166.803,0
897,8,88,1950.075,1226.875,0,100.083,4.679,26.215,164.709,1124.075,0
898,8,89,1955.009,1230.554,0,102.879,4.699,26.34,165.039,1120.161,0
899,8,90,1959.564,1234.567,0,105.175,4.708,26.359,164.783,1116.203,0
900,8,91,1963.511,1238.031,0,104.785,4.74,26.84,170.279,1173.695,7.58E-36
901,8,92,1967.705,1242.123,0,103.947,4.755,27.09,173.647,1214.817,0
902,8,93,1971.577,1246.592,0,100.239,4.731,26.515,165.842,1125.503,7.63E-13
903,8,94,1974.912,1251.5,0,100.042,4.731,26.731,168.837,1154.969,4.34E-25
904,8,95,1977.733,1256.584,0,101.056,4.651,25.823,160.652,1086.482,0.309
905,8,96,1980.716,1261.746,0,100.96,4.623,25.515,158.024,1066.058,6.22E-04
906,8,97,1983.405,1266.946,0,101.712,4.69,26.384,168.189,1194.063,1.42E-30
907,8,98,1986.729,1272.223,0,99.81,4.773,28.31,205.042,1871.353,0
908,8,99,1989.948,1277.003,0,102.02,4.98,30.35,213.628,1709.491,9.16E-33
909,8,100,1991.749,1279.516,0,101.702,4.741,27.049,175.095,1261.304,0.792
910,8,101,1993.406,1282.06,0,104.095,4.698,26.488,169.906,1226.164,0
911,8,102,1995.257,1285.286,0,99.272,4.712,26.607,169.033,1177.707,9.10E-10
912,8,103,1997.671,1289.225,0,96.836,4.853,27.77,176.44,1210.039,1.18E-06
913,8,104,2000.909,1293.463,0,95.954,4.762,27.19,174.176,1212.004,2.11E-36
914,8,105,2004.156,1297.158,0,102.441,4.769,27.196,174.833,1243.929,1.04E-22
915,8,106,2008.341,1300.674,0,108.862,4.916,29.153,195.928,1448.376,0
916,8,107,2012.756,1303.523,0,106.409,4.888,29.438,209.354,1745.105,4.26E-05
917,8,108,2017.797,1306.502,0,108.768,4.933,29.942,219.875,2030.501,0
918,8,109,2022.552,1309.239,0,95.569,4.892,28.676,188.04,1334.927,1.32E-13
919,8,110,2028.297,1312.194,0,82.412,5.118,31.406,215.306,1597.096,0
920,8,111,2034.485,1313.999,0,85.576,4.948,29.652,200.154,1468.712,0
921,8,112,2039.647,1315.733,0,87.678,4.782,27.05,169.377,1137.566,0
922,9,1,1734.363,401.8,0,50.546,4.42,24.022,148.36,1001.521,7.40E-15
923,9,2,1734.511,405.646,0,97.599,4.736,26.764,169.036,1155.735,0.087
924,9,3,1734.724,410.082,0,137.07,5.402,34.385,242.353,1835.313,0
925,9,4,1734.508,415.857,0,145.239,5.559,36.665,270.05,2157.538,0
926,9,5,1733.889,422.265,0,146.425,5.55,36.392,265.317,2088.158,0
927,9,6,1733.085,428.562,0,145.461,5.515,35.981,261.452,2054.13,0
928,9,7,1731.849,434.702,0,147.326,5.564,36.583,267.659,2116.979,0
929,9,8,1730.331,441.074,0,147.951,5.595,37.142,275.866,2228.219,0
930,9,9,1728.811,446.915,0,147.629,5.623,37.458,278.307,2239.662,0
931,9,10,1727.823,452.745,0,148.627,5.666,38.026,284.45,2302.869,0
932,9,11,1727.38,458.372,0,149.351,5.667,37.974,283.122,2279.697,0
933,9,12,1727.323,464.184,0,146.07,5.606,37.233,275.414,2201.283,0
934,9,13,1727.355,470.332,0,138.625,5.823,39.814,301.395,2455.831,0
935,9,14,1727.282,476.761,0,137.68,5.856,39.998,301.529,2441.871,0
936,9,15,1727.542,482.993,0,140.845,5.658,38.447,299.483,2661.943,0
937,9,17,1728.341,494.6,0,138.645,5.726,38.959,296.31,2450.891,0
938,9,18,1729.195,500.702,0,127.121,5.787,39.534,299.126,2433.142,0
939,9,19,1730.258,507.274,0,133.983,5.559,37.171,280.95,2330.617,1.14E-18
940,9,20,1730.956,512.945,0,143.267,5.601,37.332,280.667,2339.988,0
941,9,21,1731.497,519.222,0,143.398,5.533,36.177,262.964,2062.808,2.80E-45
942,9,22,1732.116,525.438,0,145.807,5.571,36.603,267.151,2104.252,3.58E-21
943,9,23,1732.267,531.919,0,147.008,5.593,36.998,272.32,2164.18,3.88E-30
944,9,24,1732.509,538.477,0,146.513,5.542,36.381,266.413,2113.43,3.11E-26
945,9,25,1732.45,544.654,0,148.001,5.557,36.528,267.776,2127.763,2.57E-08
946,9,26,1732.201,551.168,0,148.673,5.65,37.748,280.444,2248.359,9.02E-09
947,9,27,1732.168,557.624,0,151.251,5.661,37.925,283.057,2285.39,0
948,9,28,1732.101,564.083,0,150.22,5.678,38.292,288.763,2364.409,0
949,9,29,1732.134,570.319,0,149.198,5.67,38.048,283.947,2286.246,0
950,9,30,1732.405,576.989,0,152.895,5.691,38.25,285.465,2295.687,0
951,9,31,1732.579,583.313,0,153.298,5.691,38.176,284.107,2277.575,0
952,9,32,1732.97,589.64,0,151.33,5.719,38.594,289.402,2341.47,0
953,9,33,1733.546,595.933,0,140.035,5.677,38.006,283.827,2301.689,0
954,9,34,1734.027,602.293,0,137.957,5.722,38.32,283.346,2249.309,0
955,9,35,1734.137,608.944,0,137.358,5.563,36.742,270.188,2144.615,2.34E-34
956,9,36,1734.447,615.285,0,142.743,5.567,36.419,264.44,2072.577,0
957,9,37,1734.408,621.922,0,145.568,5.624,37.564,279.888,2255.19,0
958,9,38,1734.316,628.433,0,149.234,5.663,38.199,289.559,2402.803,0
959,9,39,1734.16,634.709,0,146.491,5.735,38.829,292.764,2389.37,0
960,9,40,1733.817,641.344,0,145.454,5.778,39.35,297.223,2417.312,0
961,9,41,1733.464,647.769,0,146.491,5.604,37.185,275.046,2202.368,0
962,9,42,1733.313,654.315,0,151.037,5.672,37.994,282.742,2269.959,0
963,9,43,1733.061,660.737,0,153.642,5.688,38.097,283.128,2268.514,0
964,9,44,1732.768,667.237,0,150.391,5.639,37.467,275.955,2187.561,2.01E-18
965,9,45,1732.655,673.795,0,153.57,5.657,37.712,278.98,2223.844,0
966,9,46,1732.544,679.952,0,144.996,5.479,35.469,255.659,1994.235,0
967,9,47,1732.714,686.217,0,139.899,5.428,34.931,250.627,1946.094,5.18E-16
968,9,48,1732.674,692.78,0,140.035,5.394,34.441,245.464,1898.92,6.42E-11
969,9,49,1732.6,699.403,0,142.741,5.514,35.9,259.973,2034.568,0
970,9,50,1732.693,705.91,0,144.957,5.59,36.897,270.641,2141.347,0
971,9,51,1732.651,712.645,0,149.304,5.599,36.937,270.886,2147.306,0
972,9,52,1732.53,719.028,0,148.499,5.62,37.342,276.071,2204.675,0
973,9,53,1732.354,725.628,0,149.111,5.633,37.525,278.567,2238.839,0
974,9,54,1732.607,732.375,0,152.534,5.711,38.407,286.33,2298.623,1.73E-20
975,9,55,1732.761,738.887,0,150.616,5.727,38.8,292.705,2387.684,0
976,9,56,1733.15,745.616,0,151.124,5.722,38.481,286.559,2295.803,0.029
977,9,57,1733.696,752.388,0,149.842,5.684,37.937,280.132,2223.56,0
978,9,58,1734.489,759.225,0,147.765,5.669,37.617,275.368,2161.979,0
979,10,48,1684.01,797.804,0,129.637,5.654,41.395,394.717,4898.487,0
980,10,49,1684.765,793.237,0,126.524,5.241,32.391,222.22,1644.717,0
981,10,50,1685.762,789.049,0,126.996,5.221,32.279,222.797,1670.295,0
982,10,51,1686.789,785.072,0,128.727,5.247,32.386,221.475,1631.347,0
983,10,52,1687.736,781.22,0,126.643,5.138,30.739,202.255,1425.167,0
984,10,53,1688.875,777.2,0,126.106,5.051,29.644,190.88,1313.243,0
985,10,54,1689.89,773.474,0,130.257,5.111,30.361,197.833,1376.368,0
