 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
332,3,96,771.274,1001.7,0,130.221,5.506,35.933,260.621,2036.196,0
333,3,97,771.868,995.776,0,132.582,5.364,34.092,241.301,1845.415,0
334,3,98,772.425,989.676,0,132.662,5.354,33.692,235.412,1783.936,3.53E-39
335,3,99,772.419,983.219,0,130.581,5.304,33.156,229.942,1720.949,2.77E-24
336,3,100,772.376,977.051,0,133.955,5.362,33.908,237.793,1796.098,1.77E-23
337,3,101,771.793,971.244,0,134.538,5.319,33.339,231.599,1731.506,0
338,3,102,771.567,967.002,0,131.881,5.312,33.582,237.559,1825.156,0
339,3,103,772.445,965.168,0,133.337,5.332,33.765,239.176,1841.361,1.57E-19
340,3,104,773.86,962.735,0,132.155,5.249,32.283,219.061,1594.181,2.97E-13
341,3,105,775.637,959.504,0,131.853,5.219,31.727,212.002,1516.373,2.24E-09
342,3,106,777.808,955.763,0,129.39,5.178,31.08,204.316,1433.034,4.69E-12
343,3,107,779.911,951.642,0,129.986,5.196,31.444,209.629,1507.013,0
344,3,108,782.281,947.637,0,127.244,5.149,31.424,220.916,1839.389,1.57E-29
345,3,109,784.714,943.299,0,125.734,5.104,30.904,214.542,1732.326,6.25E-15
346,3,110,786.423,939.278,0,114.598,4.907,28.869,198.107,1623.328,3.02E-12
347,3,111,788.67,934.406,0,115.719,5.093,31.219,223.787,1918.551,1.28E-17
348,3,112,790.265,929.007,0,118.568,5.359,34.355,253.822,2176.567,0
349,3,113,791.001,922.552,0,125.893,5.333,34.121,250.583,2119.794,0
350,3,114,790.891,916.641,0,131.861,5.324,33.55,235.187,1779.913,0
351,3,115,791.115,910.418,0,127.92,5.443,34.947,249.602,1928.041,0
352,3,116,791.111,903.964,0,126.247,5.416,34.98,252.246,1968.145,0
353,3,117,791.992,898.056,0,130.341,5.35,34.119,243.975,1899.072,4.05E-22
354,3,118,793.224,891.893,0,130.431,5.54,35.876,256.119,1960.358,0
355,3,119,794.794,885.727,0,125.745,5.447,35.862,275.062,2484.171,0
356,3,120,796.711,880.138,0,132.318,5.395,35.174,264.01,2248.767,8.70E-16
357,3,121,798.845,874.903,0,138.592,5.439,35.095,253.225,1986.402,8.40E-26
358,3,122,800.892,869.719,0,143.825,5.432,34.3,237.742,1761.912,0.002
359,3,123,802.607,864.731,0,140.739,5.41,34.273,240.085,1816.203,1.13E-35
360,3,124,804.459,859.696,0,139.748,5.387,34.163,240.75,1836.655,0
361,3,125,806.031,854.773,0,136.875,5.317,33.701,245.673,2070.102,3.55E-37
362,3,126,807.611,849.63,0,133.8,5.204,32.223,231.618,1994.764,0
363,4,1,1223.294,1706.194,0,34.424,3.697,16.832,87.01,491.212,0
364,4,2,1222.968,1703.807,0,64.658,3.946,18.792,100.838,589.932,0
365,4,3,1222.416,1701.361,0,85.912,4.245,21.256,118.032,706.597,5.78E-05
366,4,4,1221.868,1698.734,0,94.871,4.415,22.915,131.658,814.164,3.01E-07
367,4,5,1222.313,1698.886,0,94.195,4.33,21.873,121.476,722.004,1.88E-30
368,4,6,1223.329,1701.514,0,83.278,4.093,19.552,102.669,576.774,0
369,4,7,1225.615,1703.702,0,88.555,4.499,23.983,142.124,908.535,0
370,4,8,1228.449,1706.782,0,64.585,4.374,23.787,148.417,1019.723,0
371,4,9,1232.336,1713.173,0,67.554,4.893,29.318,199.107,1477.834,0
372,4,10,1234.446,1718.6,0,81.092,4.35,22.772,134.424,867.465,0
373,4,11,1235.575,1722.633,0,93.456,4.419,23.034,133.245,831.323,1.31E-12
374,4,12,1237.666,1727.603,0,99.241,4.684,26.378,168.321,1184.316,0.002
375,4,13,1239.927,1732.546,0,98.996,4.618,25.233,153.542,1013.544,3.66E-36
376,4,14,1242.116,1737.508,0,97.609,4.52,24.088,142.51,911.945,8.74E-15
377,4,15,1244.282,1742.275,0,94.786,4.459,23.545,138.355,878.874,4.36E-06
378,4,16,1246.823,1747.143,0,98.347,4.595,25.071,153.499,1037.261,6.832
379,4,17,1249.601,1751.756,0,101.945,4.614,25.118,151.875,991.25,5.80E-04
380,4,18,1252.292,1755.466,0,103.057,4.584,24.791,148.733,961.76,1.07E-20
381,4,19,1254.847,1759.033,0,105.377,4.674,25.849,159.165,1060.652,9.65E-13
382,4,20,1257.772,1762.336,0,104.749,4.645,25.394,153.679,1000.267,2.88E-31
383,4,21,1260.797,1765.878,0,107.103,4.693,25.926,158.648,1044.979,0
384,4,22,1264.102,1769.79,0,110.024,4.846,27.824,177.642,1223.229,0
385,4,23,1267.221,1773.579,0,111.489,4.865,27.906,177.218,1209.602,0
386,4,24,1270.196,1777.453,0,111.079,5.034,29.538,190.769,1319.871,0
387,4,25,1273.223,1781.46,0,109.352,4.964,29.12,190.041,1341.312,0
388,4,26,1276.396,1785.781,0,113.634,4.831,27.556,175.8,1230.325,0
389,4,27,1278.896,1789.218,0,110.99,4.714,26.135,162.299,1122.805,0
390,4,28,1281.079,1793.255,0,104.951,4.587,24.747,149.64,1013.77,2.08E-41
391,4,29,1283.448,1796.994,0,105.209,4.567,24.426,144.208,914.24,0
392,4,30,1285.881,1800.689,0,107.556,4.599,24.727,146.416,928.993,0
393,4,31,1287.99,1804.12,0,112.874,4.728,26.154,159.609,1045.906,0
394,4,32,1288.156,1804.45,0,108.608,4.59,24.519,143.765,901.015,0
395,4,33,1287.007,1802.324,0,100.741,4.416,22.75,128.965,783.056,7.44E-13
396,4,34,1285.304,1800.335,0,93.451,4.251,21.117,115.468,676.333,2.26E-26
397,4,35,1283.105,1798.033,0,106.553,4.71,26.267,163.156,1096.111,0
398,4,36,1280.745,1795.716,0,103.976,4.779,27.276,174.281,1207.756,7.78E-21
399,4,37,1277.447,1792.884,0,106.08,4.868,28.391,185.876,1322.948,0
400,4,38,1273.834,1789.629,0,107.043,4.855,28.29,185.308,1320.81,5.53E-33
401,4,39,1270.325,1786.461,0,101.655,4.663,25.845,160.186,1078.285,5.527
402,4,40,1267.237,1783.413,0,101.698,4.743,26.846,170.825,1187.689,7.94E-10
403,4,41,1263.977,1779.303,0,101.113,4.758,26.821,168.918,1159.829,0.689
404,4,42,1260.891,1775.42,0,100.973,4.675,26.034,162.249,1101.288,0.002
405,4,43,1258.312,1771.301,0,102.129,4.687,26.309,167.47,1194.766,1.33E-07
406,4,44,1255.029,1766.76,0,100.353,4.643,25.759,160.1,1080.843,8.53E-06
407,4,45,1252.052,1762.653,0,102.901,4.735,26.727,168.478,1148.869,1.01E-17
408,4,46,1248.502,1758.524,0,102.407,4.721,26.797,174.482,1312.449,3.21E-13
409,4,47,1244.673,1754.012,0,101.428,4.694,26.121,161.896,1085.299,4.42E-06
410,4,48,1240.652,1749.96,0,100.062,4.622,25.503,158.205,1074.903,1.02E-16
411,4,49,1237.305,1746.341,0,103.879,4.663,25.868,160.996,1095.715,6.09E-09
412,4,50,1233.445,1742.721,0,103.8,4.742,26.719,169.105,1175.666,4.87E-10
413,4,51,1229.632,1739.096,0,104.625,4.782,27.248,175.487,1259.711,7.46E-38
414,4,52,1225.824,1735.792,0,103.789,4.787,27.521,182.515,1417.004,6.06E-30
415,4,53,1221.963,1732.077,0,106.285,4.844,27.872,178.852,1242.458,8.12E-18
416,4,54,1218.074,1728.077,0,101.479,4.847,28.697,195.345,1485.662,0
417,4,55,1214.341,1723.695,0,99.411,4.701,26.312,164.698,1118.927,1.55E-20
418,4,56,1210.815,1719.563,0,94.215,4.606,25.29,155.175,1031.618,0.013
419,4,57,1207.512,1715.034,0,95.724,4.672,26.039,162.143,1092.585,0.004
420,4,58,1203.996,1710.899,0,97.969,4.688,26.404,167.212,1152.589,6.94E-09
421,4,59,1200.53,1706.791,0,99.766,4.72,26.563,167.057,1137.932,0.123
422,4,60,1196.483,1701.963,0,97.859,4.645,25.774,161.236,1120.165,0.013
423,4,61,1192.388,1697.854,0,99.373,4.638,25.527,156.4,1034.421,0.018
424,4,62,1188.639,1693.77,0,102.978,4.763,27.749,194.505,1718.907,1.31E-14
425,4,63,1184.48,1689.303,0,100.209,4.703,26.852,177.732,1351.676,4.59E-10
426,4,64,1180.551,1685.764,0,97.127,4.756,27.044,173.007,1209.834,7.37E-11
427,4,65,1176.2,1681.681,0,91.384,4.843,28.438,192.655,1509.798,0
428,4,66,1172.318,1677.147,0,96.643,4.688,26.38,167.083,1155.41,8.25E-05
429,4,67,1169.048,1673.083,0,105.105,4.803,27.809,183.409,1350.148,3.03E-41
430,4,68,1165.314,1668.898,0,101.02,4.704,26.76,174.876,1294.05,3.00E-29
431,4,69,1161.811,1664.594,0,99.297,4.701,26.979,183.685,1535.714,3.79E-31
432,4,70,1158.385,1660.223,0,98.489,4.662,26.105,165.92,1180.483,2.06E-08
433,4,71,1154.795,1655.84,0,99.952,4.743,26.887,170.476,1170.166,5.31E-08
434,4,72,1151.469,1651.901,0,100.701,4.764,27.04,171.364,1176.011,2.33E-12
435,4,73,1147.466,1647.057,0,99.93,4.618,25.223,153.061,1001.8,8.88E-06
436,4,74,1143.675,1642.783,0,100.793,4.626,25.509,157.513,1056.957,2.11E-40
437,4,75,1139.811,1637.985,0,101.424,4.662,25.951,161.887,1097.722,6.32E-33
438,4,76,1135.71,1633.042,0,97.068,4.633,25.789,161.792,1108.76,11.418
439,4,77,1131.642,1628.114,0,96.829,4.651,26.089,165.599,1152.748,0.006
440,4,78,1127.773,1623.642,0,96.125,4.684,26.475,168.828,1174.69,5.88E-06
441,4,79,1124.144,1620.155,0,96.879,4.711,26.828,173.026,1223.555,9.13E-07
442,4,80,1120.451,1617.83,0,96.748,4.696,26.54,168.749,1167.975,0.01
443,4,81,1117.909,1616.98,0,99.864,4.782,27.501,178.048,1256.762,1.24E-18
444,4,82,1116.408,1617.059,0,101.257,4.716,26.61,168.913,1171.414,5.80E-35
445,4,83,1117.209,1618.032,0,103.851,4.721,26.402,164.478,1109.434,1.11E-37
446,4,84,1118.471,1618.255,0,102.229,4.596,24.885,149.573,970.848,3.68E-15
447,4,85,1119.568,1618.667,0,99.767,4.473,23.381,134.647,831.333,4.51E-32
448,4,86,1119.645,1619.739,0,96.061,4.354,22.069,122.714,728.561,0
449,4,87,1120.432,1621.223,0,95.368,4.468,23.58,138.254,874.601,0
450,4,88,1122.206,1621.959,0,95.051,4.584,25.122,154.355,1030.365,0
451,4,89,1123.783,1622.177,0,95.377,4.631,25.707,160.309,1087.943,0
452,4,90,1125.839,1624.05,0,99.213,4.585,24.921,150.928,989.07,2.36E-07
453,4,91,1128.992,1626.855,0,101.205,4.581,24.864,150.453,986.223,2.37E-15
454,4,92,1132.444,1629.225,0,98.319,4.49,23.704,138.544,871.279,0.034
455,4,93,1136.281,1631.706,0,101.871,4.579,24.652,146.902,941.793,7.63E-13
456,4,94,1140.51,1634.36,0,105.917,4.627,25.194,152.562,1006.897,0
457,4,95,1144.797,1636.941,0,102.208,4.653,25.626,157.019,1040.391,0.017
458,4,96,1149.502,1639.785,0,106.837,4.734,26.459,163.908,1091.964,0
459,4,97,1154.052,1642.594,0,113.099,4.922,28.506,182.549,1255.044,0
460,4,98,1158.329,1645.607,0,107.348,4.884,28.168,180.204,1241.669,0
461,4,99,1162.816,1648.714,0,105.389,4.878,28.361,187.447,1405.518,9.45E-23
462,4,100,1166.587,1651.441,0,101.516,4.658,26.296,174.321,1375.939,0.792
463,4,101,1170.479,1654.508,0,96.223,4.504,24.49,156.911,1231.922,0
464,4,102,1174.462,1657.461,0,97.144,4.709,27.045,190.563,1760.718,7.50E-06
465,4,103,1178.777,1660.43,0,96.209,4.785,29.47,238.626,2602.712,1.18E-06
466,4,104,1182.805,1663.295,0,103.136,4.692,27.228,193.872,1737.65,0
467,4,105,1187.139,1665.846,0,105.639,4.751,27.864,199.626,1797.978,1.04E-22
468,4,106,1190.965,1668.4,0,102.547,4.712,28.189,218.467,2278.037,0
469,4,107,1194.82,1671.067,0,104.809,4.806,29.521,238.681,2657.723,4.26E-05
470,4,108,1199.412,1673.418,0,103.522,4.687,25.746,156.113,1016.237,0
471,4,109,1203.975,1676.225,0,105.791,4.733,26.52,165.328,1113.77,0
472,4,110,1208.522,1679.041,0,112.647,4.835,27.436,171.797,1152.853,3.02E-12
473,4,111,1212.727,1681.822,0,114.726,4.922,28.508,182.802,1260.972,1.28E-17
474,4,112,1216.922,1684.763,0,112.086,4.98,29.238,190.257,1332.443,0
475,4,113,1218.181,1686.725,0,106.536,4.856,27.735,175.282,1190.843,0
476,4,114,1216.911,1687.777,0,102.184,4.854,27.946,179.259,1242.645,8.09E-12
477,4,115,1215.577,1689.372,0,100.969,4.781,27.268,174.138,1207.371,4.66E-35
478,4,116,1214.97,1693.012,0,102.543,4.727,26.577,166.676,1130.425,1.34E-27
479,4,117,1213.965,1697.833,0,107.454,4.691,25.971,159.877,1064.296,0
480,4,118,1211.846,1701.984,0,103.182,4.699,26.825,181.046,1486.358,1.05E-20
481,4,119,1209.539,1706.411,0,99.692,4.627,25.916,169.693,1326.156,1.63E-05
482,4,120,1207.419,1711.028,0,99.539,4.614,25.735,166.163,1238.401,1.05E-15
483,4,121,1205.525,1715.967,0,97.115,4.704,26.327,165.731,1145.803,2.38E-44
484,4,122,1203.61,1720.903,0,97.926,4.773,27.249,176.461,1284.198,1.49E-09
485,4,123,1201.951,1726.165,0,99.411,4.769,27.122,173.835,1224.241,5.23E-09
486,4,124,1200.453,1731.545,0,109.086,4.972,29.958,208.19,1646.335,0
487,4,125,1199.205,1736.38,0,103.012,4.763,28.05,205.658,1983.793,3.24E-26
488,4,126,1198.267,1741.452,0,100.751,4.583,24.712,147.657,950.228,0.026
489,5,1,1362.298,999.869,0,51.983,4.169,21.788,132.287,897.292,7.40E-15
490,5,2,1364.022,997.038,0,98.545,4.72,26.381,164.087,1102.661,0.087
491,5,3,1366.498,993.433,0,125.722,5.113,30.17,194.405,1333.651,0
492,5,4,1368.896,988.713,0,125.942,5.17,31.283,208.579,1489.63,1.33E-40
493,5,5,1371.238,983.791,0,127.825,5.174,31.196,206.7,1464.916,0
494,5,6,1373.066,978.326,0,122.629,5.083,30.05,194.887,1349.681,0
495,5,7,1374.665,973.38,0,124.623,5.108,30.431,199.464,1400.187,0
496,5,8,1375.741,968.019,0,121.289,5.127,30.844,205.117,1466.957,0
497,5,9,1376.641,962.653,0,123.822,5.173,31.128,205.63,1452.012,0
498,5,10,1377.798,956.916,0,123.138,5.082,30.324,199.916,1415.049,0
499,5,11,1379.055,951.013,0,127.138,5.157,31.308,210.621,1526.735,0
500,5,12,1380.491,945.043,0,124.603,5.144,31.484,218.67,1711.64,0
501,5,13,1382.491,939.141,0,127.061,5.194,31.847,217.756,1619.11,0
502,5,14,1384.443,933.373,0,128.354,5.131,30.846,204.987,1465.919,0
503,5,15,1386.27,927.788,0,130.803,5.179,31.547,212.976,1551.316,0
504,5,16,1388.451,922.013,0,134.637,5.221,31.827,213.884,1543.308,4.01E-23
505,5,17,1390.289,916.234,0,133.306,5.205,31.729,213.375,1539.322,0
506,5,18,1392.098,910.684,0,138.216,5.402,34.832,253.891,2043.295,0
507,5,19,1393.413,904.346,0,133.307,5.305,34.28,264.157,2480.937,1.14E-18
508,5,20,1395.078,898.291,0,134.407,5.253,32.563,227.481,1789.078,0
509,5,21,1396.441,891.733,0,130.038,5.208,32.231,225.183,1744.707,0
510,5,22,1397.662,885.973,0,128.683,5.057,29.86,193.907,1346.863,0
511,5,23,1399.345,879.699,0,120.297,5.23,31.968,215.461,1558.504,0
512,5,24,1401.13,873.131,0,122.726,5.396,34.079,237.299,1772.79,0
513,5,25,1402.933,866.931,0,125.205,5.207,32.4,227.379,1755.085,0
514,5,26,1405.491,861.097,0,130.114,5.336,34.667,268.531,2536.547,0
515,5,27,1408.277,855.312,0,126.063,5.155,31.01,205.237,1453.384,0
516,5,28,1410.408,852.116,0,94.692,4.496,23.861,140.957,903.031,2.08E-15
517,5,31,1425.129,830.492,0,61.027,4.847,29.366,207.515,1655.102,0
518,5,32,1426.631,826.877,0,105.308,4.975,29.891,204.019,1543.078,0
519,5,33,1427.74,822.586,0,131.55,5.182,31.316,208.18,1481.511,8.62E-38
520,5,34,1430.128,817.414,0,137.779,5.267,32.439,220.636,1617.543,0
521,5,35,1432.395,811.963,0,134.608,5.206,31.78,214.63,1560.635,0
522,5,36,1434.807,806.177,0,133.903,5.202,31.749,214.543,1562.615,0
523,5,37,1436.822,801.318,0,119.111,5.092,31.121,215.732,1652.068,0
524,5,38,1440.068,794.335,0,104.297,5.982,39.416,279.448,2100.356,0
525,5,39,1444.22,788.131,0,109.598,4.964,29.439,196.187,1433.042,0
526,5,40,1447.418,784.485,0,127.747,5.165,31.265,209.173,1504.479,0
527,5,41,1451.712,779.701,0,132.75,5.255,32.456,222.911,1670.923,0
528,5,42,1455.806,774.693,0,135.147,5.226,32.014,216.581,1573.637,0
529,5,43,1459.966,770.093,0,133.691,5.194,31.694,214.56,1569.796,0
530,5,44,1464.322,765.405,0,134.401,5.181,31.397,209.833,1504.729,1.40E-45
531,5,45,1468.714,760.875,0,140.759,5.278,32.447,219.183,1583.675,0
532,5,46,1472.426,755.836,0,136.862,5.262,32.414,220.245,1605.089,0
533,5,47,1475.009,751.183,0,138.294,5.29,32.691,222.398,1619.547,5.18E-16
534,5,48,1477.017,745.633,0,138.626,5.281,32.635,222.299,1622.71,6.42E-11
535,5,49,1478.437,739.516,0,132.805,5.221,32.048,217.853,1593.671,4.39E-32
536,5,50,1480.166,733.655,0,133.761,5.268,32.654,224.127,1654.763,0.003
537,5,51,1481.712,727.117,0,135.85,5.269,32.716,225.83,1686.169,0
538,5,52,1482.835,720.663,0,132.381,5.217,32.074,218.722,1607.159,0
539,5,53,1484.364,714.383,0,133.075,5.212,32.072,219.368,1620.908,0
540,5,54,1486.37,708.873,0,134.559,5.26,32.578,223.644,1653.225,0
541,5,55,1488.82,704.069,0,134.181,5.258,32.629,226.705,1737.016,7.39E-12
542,5,56,1491.938,700.566,0,127.85,5.112,30.677,203.528,1451.547,0
543,5,57,1495.921,697.529,0,127.891,5.184,31.479,212.538,1564.842,0
544,5,58,1500.785,693.983,0,128.422,5.285,33.004,229.795,1739.943,0
545,5,59,1506.17,690.159,0,129.644,5.286,32.994,228.808,1713.781,1.98E-34
546,5,60,1511.041,686.81,0,132.992,5.222,32.296,224.915,1734.158,0
547,5,61,1516.302,683.431,0,137.217,5.264,33.345,248.078,2207.996,1.28E-33
548,5,62,1521.138,680.534,0,135.763,5.235,32.474,231.115,1931.404,5.14E-19
549,5,63,1526.543,677.12,0,119.622,5.253,32.254,218.653,1593.548,0
550,5,64,1532.633,673.609,0,127.737,5.277,32.514,220.417,1599.278,0
551,5,65,1537.736,670.568,0,141.256,5.306,32.81,223.335,1630.088,0
552,5,66,1543.744,666.895,0,138.324,5.278,32.521,220.515,1600.724,0
553,5,67,1549.038,663.077,0,138.544,5.312,33.164,229.801,1720.406,0
554,5,68,1554.015,659.148,0,140.542,5.361,33.662,234.454,1773.342,0
555,5,69,1559.133,654.863,0,133.834,5.328,33.183,228.223,1687.956,0
556,5,71,1568.948,645.972,0,127.343,5.559,36.363,263.999,2073.88,0
557,5,72,1573.622,642.226,0,133.146,5.412,35.326,265.956,2288.796,7.36E-05
558,5,73,1578.396,638.727,0,137.715,5.411,35.226,266.235,2341.808,1.60E-33
559,5,74,1583.737,635.004,0,141.062,5.433,34.856,249.368,1937.607,1.07E-10
560,5,75,1588.876,630.985,0,137.645,5.344,34.311,254.389,2168.007,1.03E-12
561,5,76,1594.165,627.427,0,139.343,5.362,34.367,254.288,2193.249,2.27E-06
562,5,77,1599.513,623.026,0,135.217,5.261,32.441,221.061,1619.704,2.92E-18
563,5,78,1604.831,619.071,0,142.195,5.349,33.395,229.524,1690.009,0.028
564,5,79,1609.745,614.655,0,135.699,5.218,31.926,216.091,1576.854,0.001
565,5,80,1614.982,610.545,0,139.811,5.321,33.195,230.168,1743.516,0.155
566,5,81,1619.82,605.899,0,140.745,5.352,33.589,233.226,1747.903,4.59E-27
567,5,82,1624.821,601.316,0,139.78,5.301,32.942,226.495,1677.207,0
568,5,83,1629.627,596.753,0,139.82,5.303,32.96,226.265,1668.029,0
569,5,84,1634.335,592.719,0,139.946,5.322,33.197,228.652,1690.787,0
570,5,85,1639.729,588.05,0,134.681,5.273,32.953,232.521,1838.555,0
571,5,86,1644.683,583.866,0,131.007,5.234,32.285,221.387,1645.613,2.30E-07
572,5,87,1649.997,579.911,0,137.068,5.334,33.348,230.369,1709.693,4.08E-16
573,5,88,1655.139,576.903,0,133.878,5.246,32.312,220.056,1610.289,1.45E-11
574,5,89,1658.888,574.999,0,134.047,5.284,32.885,227.309,1697.389,0
575,5,90,1661.797,573.527,0,131.86,5.219,31.875,214.962,1558.821,5.50E-11
576,5,91,1665.04,571.826,0,131.905,5.184,31.292,207.488,1470.89,1.10E-18
577,5,92,1669.017,569.829,0,130.901,5.117,30.423,198.482,1383.792,0
578,5,93,1673.204,567.909,0,132.748,5.098,30.126,194.831,1343.327,7.67E-37
579,5,94,1677.536,566.137,0,135.131,5.121,30.309,195.972,1348.822,1.90E-24
580,5,95,1681.557,564.334,0,137.677,5.149,30.586,198.072,1362.882,3.35E-42
581,5,96,1685.266,562.126,0,129.25,4.998,29.044,185.069,1258.649,0
582,5,97,1688.745,560.116,0,133.7,5.05,29.518,188.578,1282.887,0
583,5,98,1691.35,557.426,0,132.7,5.043,29.419,187.526,1272.311,3.53E-39
584,5,99,1693.561,553.863,0,133.092,5.105,30.38,198.764,1391.166,1.731
585,5,100,1695.047,551.366,0,136.885,5.251,32.345,220.264,1612.758,1.77E-23
586,5,101,1695.927,550.254,0,140.614,5.348,33.664,235.289,1777.222,7.35E-08
587,5,102,1696.825,547.481,0,140.277,5.311,32.983,225.929,1661.55,0
588,5,103,1698.054,543.437,0,133.495,5.135,30.734,202.384,1428.03,1.57E-19
589,5,104,1699.368,538.777,0,131.357,5.064,29.899,194.113,1349.053,2.97E-13
590,5,105,1700.594,534.675,0,133.217,5.085,30.091,195.654,1361.297,2.24E-09
591,5,106,1701.908,530.507,0,131.397,5.057,29.76,192.238,1326.605,4.69E-12
592,5,107,1703.026,526.701,0,123.875,5.006,29.17,186.541,1274.399,9.64E-04
593,5,108,1704.574,522.508,0,120.765,5.244,31.65,210.732,1545.198,0
594,5,109,1706.277,518.66,0,118.758,5.389,34.675,266.7,2561.193,0
595,5,110,1707.816,515.074,0,125.106,5.322,34.382,261.932,2370.81,0
596,5,111,1709.42,511.903,0,132.487,5.249,32.63,228.66,1777.031,0
597,5,112,1710.803,509.219,0,125.576,5.168,31.349,210.85,1533.646,2.75E-21
598,5,113,1711.64,505.766,0,113.098,5.049,29.644,190.59,1305.223,0
599,5,114,1712.581,502.705,0,107.576,4.952,28.874,186.07,1288.017,0
600,5,115,1714.438,500.332,0,114.282,5.226,32.504,225.926,1704.879,0
601,5,116,1717.415,497.364,0,118.851,5.227,32.597,229.16,1772.331,0
602,5,117,1720.996,494.706,0,122.009,5.084,30.606,207.508,1565.672,0
603,5,118,1724.181,492.373,0,133.966,5.237,32.172,221.407,1706.022,2.61E-14
604,5,119,1726.922,488.831,0,147.057,5.741,39.397,304.464,2572.792,1.36E-23
605,5,120,1729.8,484.254,0,144.694,6.242,49.931,482.5,5386.417,0
606,5,121,1733.253,477.98,0,128.226,5.439,37.669,336.483,3962.884,0
607,5,122,1735.876,471.664,0,126.454,5.124,30.816,204.873,1464.515,0
608,5,123,1737.978,466.412,0,133.439,5.187,31.512,211.65,1530.373,0
609,5,124,1740.04,460.861,0,131.864,5.13,30.857,205.848,1492.518,0
610,5,125,1742.174,455.533,0,131.163,5.058,29.811,193.171,1339.522,0
611,5,126,1744.414,450.456,0,127.568,5.019,29.394,189.435,1307.56,0
612,6,1,1415.754,1741.436,0,41.046,4.034,20.035,112.999,695.899,4.21E-33
613,6,2,1415.143,1738.609,0,74.7,4.218,21.359,121.146,744.338,1.40E-14
614,6,3,1414.008,1735.515,0,94.178,4.478,23.879,142.511,925.03,2.85E-11
615,6,4,1413.17,1731.687,0,101.641,4.66,25.673,157.301,1041.397,0
616,6,5,1412.005,1727.206,0,100.153,4.673,26.024,161.963,1092.731,2.20E-05
617,6,6,1410.953,1722.667,0,99.311,4.613,25.328,155.124,1027.056,0.038
618,6,7,1409.824,1718.228,0,100.902,4.649,25.74,159.381,1071.153,5.08E-06
619,6,8,1408.891,1713.848,0,102.194,4.671,25.89,159.655,1062.542,1.48E-11
620,6,9,1408.284,1709.548,0,101.032,4.634,25.598,158.941,1088.07,2.36E-04
621,6,10,1408.533,1705.236,0,103.587,4.648,25.56,156.308,1032.446,3.50E-44
622,6,11,1409.095,1701.047,0,107.615,4.724,26.438,164.786,1111.201,0
623,6,12,1410.095,1696.505,0,108.688,4.714,26.164,160.895,1065.36,0
624,6,13,1410.898,1692.181,0,104.52,4.628,25.276,153.286,1003.106,1.13E-10
625,6,14,1412.265,1687.651,0,104.509,4.61,25.039,150.726,976.925,0
626,6,15,1413.789,1683.307,0,106.305,4.647,25.462,154.846,1015.949,1.083
627,6,16,1415.551,1678.885,0,105.265,4.654,25.569,155.926,1024.897,0
628,6,17,1417.575,1674.333,0,112.317,4.815,27.376,173.152,1184.738,0
629,6,18,1418.877,1670.847,0,98.611,4.516,23.949,140.401,884.797,3.32E-18
630,6,19,1420.174,1668.729,0,65.465,3.918,18.751,105.892,734.659,0
631,6,25,1425.657,1638.527,0,86.91,4.596,25.411,158.345,1078.109,0
632,6,26,1425.612,1634.839,0,98.414,4.655,25.734,158.531,1055.528,5.64E-06
633,6,27,1424.746,1630.292,0,101.513,4.671,25.898,160.007,1068.786,6.618
634,6,28,1423.333,1625.634,0,98.891,4.604,25.238,155.082,1044.204,1.25E-07
635,6,29,1422.068,1621.341,0,98.122,4.624,25.535,159.186,1101.837,4.70E-07
636,6,30,1420.76,1616.992,0,100.57,4.651,25.859,163.153,1160.823,3.60E-18
637,6,31,1419.496,1613.021,0,100.885,4.682,26.438,171.881,1288.564,4.80E-11
638,6,32,1417.985,1608.659,0,99.863,4.641,25.647,158.331,1059.263,0.003
639,6,33,1416.78,1604.281,0,101.253,4.609,25.281,155.128,1034.607,1.39E-04
640,6,34,1415.309,1599.615,0,102.254,4.643,25.54,156.492,1036.891,3.12E-36
641,6,35,1413.765,1595.285,0,95.46,4.587,25.035,153.224,1022.326,6.89E-10
642,6,36,1411.89,1590.628,0,94.24,4.693,25.933,159.264,1056.923,8.47E-31
643,6,37,1410.433,1586.635,0,98.354,4.666,25.803,158.779,1054.643,9.653
644,6,38,1408.991,1582.639,0,99.223,4.548,24.48,146.311,942.357,0.654
645,6,39,1408.043,1578.83,0,103.797,4.616,25.123,151.431,981.347,6.84E-07
646,6,40,1407.828,1575.298,0,102.34,4.582,24.765,148.342,956.273,7.94E-10
647,6,41,1408.51,1571.358,0,105.532,4.632,25.302,153.325,1001.445,0.151
648,6,42,1409.625,1567.201,0,103.907,4.624,25.281,153.574,1006.606,0.02
649,6,43,1411.328,1563.076,0,105.717,4.7,26.129,161.386,1074.754,12.95
650,6,44,1413.547,1558.736,0,107.118,4.674,25.74,157.051,1031.174,0.121
651,6,45,1415.784,1554.44,0,106.181,4.645,25.464,154.961,1017.385,0.885
652,6,46,1418.198,1550.143,0,105.741,4.624,25.223,152.81,999.352,0.005
653,6,47,1420.736,1546.219,0,102.159,4.554,24.545,147.453,959.755,4.42E-06
654,6,48,1423.658,1542.412,0,102.896,4.557,24.555,147.319,956.689,0.01
655,6,49,1426.66,1538.786,0,101.308,4.541,24.326,144.567,925.891,4.87E-19
656,6,50,1430.04,1535.01,0,100.11,4.566,24.756,149.531,976.276,3.42E-08
