 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
1086,Step2 test1 3.2x0.63x-1.avi:4.88 s,189,874.987,798.807,874.987,798.807,18.994,12.67,17.048,0.782,122,1.499,0.667,0.906
1087,Step2 test1 3.2x0.63x-1.avi:4.88 s,142,1375.824,961.345,1375.824,961.345,16.158,11.19,139.248,0.845,122,1.444,0.693,0.899
1088,Step2 test1 3.2x0.63x-1.avi:4.88 s,132,1716.045,1205.636,1716.045,1205.636,15.467,10.866,7.604,0.869,122,1.423,0.703,0.91
1089,Step2 test1 3.2x0.63x-1.avi:4.88 s,170,299.994,1385.871,299.994,1385.871,26.172,8.27,112.492,0.244,122,3.165,0.316,0.463
1090,Step2 test1 3.2x0.63x-1.avi:4.88 s,178,477.607,1733.264,477.607,1733.264,18.047,12.558,24.02,0.786,122,1.437,0.696,0.913
1091,Step2 test1 3.2x0.63x-1.avi:4.88 s,205,764.612,1748.49,764.612,1748.49,17.301,15.087,95.574,0.964,122,1.147,0.872,0.943
1092,Step2 test1 3.2x0.63x-1.avi:4.88 s,190,677.353,1799.116,677.353,1799.116,19.32,12.521,22.505,0.828,122,1.543,0.648,0.913
1093,Step2 test1 3.2x0.63x-1.avi:4.92 s,131,1322.378,779.126,1322.378,779.126,15.48,10.775,38.377,0.839,123,1.437,0.696,0.897
1094,Step2 test1 3.2x0.63x-1.avi:4.92 s,200,869.8,800.96,869.8,800.96,18.681,13.631,17.08,0.864,123,1.37,0.73,0.92
1095,Step2 test1 3.2x0.63x-1.avi:4.92 s,129,1378.864,964.368,1378.864,964.368,15.202,10.805,136.078,0.917,123,1.407,0.711,0.925
1096,Step2 test1 3.2x0.63x-1.avi:4.92 s,128,1720.828,1203.781,1720.828,1203.781,15.544,10.485,5.055,0.875,123,1.483,0.675,0.898
1097,Step2 test1 3.2x0.63x-1.avi:4.92 s,190,299.821,1386.184,299.821,1386.184,27.257,8.875,112.976,0.258,123,3.071,0.326,0.478
1098,Step2 test1 3.2x0.63x-1.avi:4.92 s,170,471.665,1735.841,471.665,1735.841,18.12,11.946,20.651,0.857,123,1.517,0.659,0.916
1099,Step2 test1 3.2x0.63x-1.avi:4.92 s,209,766.136,1751.859,766.136,1751.859,17.562,15.153,107.549,0.868,123,1.159,0.863,0.915
1100,Step2 test1 3.2x0.63x-1.avi:4.92 s,197,673.576,1802.094,673.576,1802.094,19.013,13.192,29.408,0.897,123,1.441,0.694,0.929
1101,Step2 test1 3.2x0.63x-1.avi:4.96 s,132,1319.174,782.856,1319.174,782.856,15.26,11.013,40.345,0.917,124,1.386,0.722,0.923
1102,Step2 test1 3.2x0.63x-1.avi:4.96 s,193,864.733,802.635,864.733,802.635,18.8,13.071,13.874,0.791,124,1.438,0.695,0.896
1103,Step2 test1 3.2x0.63x-1.avi:4.96 s,120,1382.058,967.525,1382.058,967.525,14.74,10.365,128.98,0.914,124,1.422,0.703,0.934
1104,Step2 test1 3.2x0.63x-1.avi:4.96 s,129,1726.213,1202.012,1726.213,1202.012,15.633,10.506,7.388,0.868,124,1.488,0.672,0.938
1105,Step2 test1 3.2x0.63x-1.avi:4.96 s,202,299.703,1387,299.703,1387,28.329,9.079,114.998,0.288,124,3.12,0.32,0.525
1106,Step2 test1 3.2x0.63x-1.avi:4.96 s,179,466.394,1738.025,466.394,1738.025,17.873,12.751,18.31,0.902,124,1.402,0.713,0.92
1107,Step2 test1 3.2x0.63x-1.avi:4.96 s,195,767.233,1755.305,767.233,1755.305,17.887,13.881,106.399,0.917,124,1.289,0.776,0.929
1108,Step2 test1 3.2x0.63x-1.avi:4.96 s,195,669.879,1805.931,669.879,1805.931,18.895,13.14,33.057,0.869,124,1.438,0.695,0.924
1109,Step2 test1 3.2x0.63x-1.avi:5.00 s,132,1316.311,786.614,1316.311,786.614,15.88,10.584,38.65,0.903,125,1.5,0.667,0.923
1110,Step2 test1 3.2x0.63x-1.avi:5.00 s,188,859.814,804.5,859.814,804.5,18.532,12.917,15.641,0.837,125,1.435,0.697,0.91
1111,Step2 test1 3.2x0.63x-1.avi:5.00 s,118,1385.669,971.5,1385.669,971.5,14.272,10.527,119.427,0.888,125,1.356,0.738,0.897
1112,Step2 test1 3.2x0.63x-1.avi:5.00 s,145,1731.5,1200.355,1731.5,1200.355,16.836,10.966,2.538,0.882,125,1.535,0.651,0.918
1113,Step2 test1 3.2x0.63x-1.avi:5.00 s,203,299.653,1387.229,299.653,1387.229,27.709,9.328,114.892,0.3,125,2.971,0.337,0.531
1114,Step2 test1 3.2x0.63x-1.avi:5.00 s,108,1474.167,1650.176,1474.167,1650.176,12.871,10.684,137.331,0.872,125,1.205,0.83,0.837
1115,Step2 test1 3.2x0.63x-1.avi:5.00 s,174,460.776,1740.034,460.776,1740.034,17.817,12.434,17.888,0.885,125,1.433,0.698,0.916
1116,Step2 test1 3.2x0.63x-1.avi:5.00 s,203,768.825,1758.722,768.825,1758.722,17.947,14.402,114.909,0.877,125,1.246,0.802,0.925
1117,Step2 test1 3.2x0.63x-1.avi:5.00 s,199,665.817,1810.374,665.817,1810.374,19.292,13.134,40.643,0.906,125,1.469,0.681,0.939
1118,Step2 test1 3.2x0.63x-1.avi:5.04 s,131,1313.294,790.187,1313.294,790.187,15.214,10.963,48.128,0.862,126,1.388,0.721,0.891
1119,Step2 test1 3.2x0.63x-1.avi:5.04 s,180,854.561,805.972,854.561,805.972,17.68,12.963,14.996,0.895,126,1.364,0.733,0.916
1120,Step2 test1 3.2x0.63x-1.avi:5.04 s,122,1389.311,974.861,1389.311,974.861,15.038,10.329,127.099,0.857,126,1.456,0.687,0.91
1121,Step2 test1 3.2x0.63x-1.avi:5.04 s,132,1736.508,1199.083,1736.508,1199.083,15.54,10.815,3.968,0.938,126,1.437,0.696,0.933
1122,Step2 test1 3.2x0.63x-1.avi:5.04 s,198,299.747,1387.384,299.747,1387.384,27.339,9.221,115.216,0.287,126,2.965,0.337,0.522
1123,Step2 test1 3.2x0.63x-1.avi:5.04 s,112,1476.616,1653.473,1476.616,1653.473,13.608,10.48,144.417,0.551,126,1.298,0.77,0.836
1124,Step2 test1 3.2x0.63x-1.avi:5.04 s,172,455.459,1742.25,455.459,1742.25,16.639,13.162,22.914,0.927,126,1.264,0.791,0.937
1125,Step2 test1 3.2x0.63x-1.avi:5.04 s,221,770.803,1761.871,770.803,1761.871,18.681,15.062,120.996,0.887,126,1.24,0.806,0.931
1126,Step2 test1 3.2x0.63x-1.avi:5.04 s,191,661.688,1814.825,661.688,1814.825,19.069,12.753,39.932,0.843,126,1.495,0.669,0.92
1127,Step2 test1 3.2x0.63x-1.avi:5.08 s,136,1310.368,793.912,1310.368,793.912,15.525,11.154,50.214,0.905,127,1.392,0.718,0.916
1128,Step2 test1 3.2x0.63x-1.avi:5.08 s,178,849.601,807.567,849.601,807.567,17.472,12.971,13.649,0.959,127,1.347,0.742,0.944
1129,Step2 test1 3.2x0.63x-1.avi:5.08 s,118,1392.992,978.203,1392.992,978.203,15.286,9.829,125.102,0.863,127,1.555,0.643,0.901
1130,Step2 test1 3.2x0.63x-1.avi:5.08 s,132,1741.508,1198.333,1741.508,1198.333,15.24,11.028,3.911,0.938,127,1.382,0.724,0.93
1131,Step2 test1 3.2x0.63x-1.avi:5.08 s,198,299.874,1387.763,299.874,1387.763,27.579,9.141,115.294,0.296,127,3.017,0.331,0.548
1132,Step2 test1 3.2x0.63x-1.avi:5.08 s,107,1479.051,1656.808,1479.051,1656.808,13.667,9.969,141.818,0.89,127,1.371,0.729,0.911
1133,Step2 test1 3.2x0.63x-1.avi:5.08 s,166,450.361,1744.578,450.361,1744.578,17.062,12.388,21.244,0.926,127,1.377,0.726,0.941
1134,Step2 test1 3.2x0.63x-1.avi:5.08 s,201,771.162,1763.505,771.162,1763.505,17.577,14.56,122.394,0.915,127,1.207,0.828,0.922
1135,Step2 test1 3.2x0.63x-1.avi:5.08 s,186,657.382,1819.07,657.382,1819.07,18.806,12.593,39.492,0.814,127,1.493,0.67,0.907
